sentence_id	sentence	variant	sentence_domain	source	up_votes	down_votes	status
08c919d8578f5d9b5a83be24b54c7940c1387933c6508c1e254809d707a7380e	Eşqindən səməndərəm,Oda yandım başa-baş.			http://anl.az/el/a/aa_e.pdf	0	0	pending
08d10095769f5153aaca4f033c623ed1cd700087006981b1c6b13385b3d47825	Ləli-gövhər bu dağların tayıdı,Xublar gəlib orda yaylar, qayıdı.			http://anl.az/el/a/aa_e.pdf	0	0	pending
08dab2448b31110caf0ae9173673b1538d840a6e163db1e2a9ff09224c25c9fa	Dedi:- Ya peyğəmbər, bu dəvə karvanının dalı üzülmüyəjək.			http://anl.az/el/a/aa_e.pdf	0	0	pending
08e5e2ad991e5900233eaf2aae6cb5da9e44ef98f51910c4ca5da60f657e8699	Sarıqamış dağlanın, yaylaxlarınıgörənnən sonra dedi:- Əsəd, bura bizim yaylaxlara nə qədər bənziyir.			http://anl.az/el/a/aa_e.pdf	0	0	pending
090f5ab2f36505b804cc4ff4b24b6c9e566f3c8d5b78e6808065435378dd2b71	gələcəkdİdövlətlilər, nə uyubsuz dünyaya,dünya malı sizə dar gələcəkdi.			http://anl.az/el/a/aa_e.pdf	0	0	pending
092dd11be6dca8e3334cf0e1d2d82d00514b1a20085b3c784a60c277d61d78e0	Dan yeri ağardı.			http://anl.az/el/a/aa_e.pdf	0	0	pending
092f3a4d0940fbeafe12fb2449973507cbfc45e6d9f09042e2225c954cabb4d4	Sənə qismət verif xaliqi-sübhan,Həqiqət yolunda şirsən, ay Hajı.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0932901ff86b375f9dbed1ec9bb9c1d0bf0fda601a62191555d4b4660597a759	Başı, gözü düz qurulub,Heyranam naqqaşa bu gün.			http://anl.az/el/a/aa_e.pdf	0	0	pending
09392b8f844472ee05307eb661ddf55910c161daf5260bba44c5b09b34833c74	Mahalım Göyçədi, kəndim Qızılvəng,Aşıq Alı birdir, birə-bir gərək.			http://anl.az/el/a/aa_e.pdf	0	0	pending
099236a94e164cd0ad075be68f149c1a0648bccc49752d17c6ea299afcbaa36f	Bunnar yol başdıyıf getməkdə olsunnar.			http://anl.az/el/a/aa_e.pdf	0	0	pending
09bed64aa865d57f64ce146023c22a23da98ee8ddd4c4223ac935e544a5d534d	Sevda aləmində od oldu yandı,Ah səməndərdi, nara dolandı.			http://anl.az/el/a/aa_e.pdf	0	0	pending
09ebd1e5e0de4b02c37c6824ea8c3bfedacc72f716cf830c859c00ec270ff1f3	Al xancalı, bağrım başın buda, yar.			http://anl.az/el/a/aa_e.pdf	0	0	pending
09fa2ae0ea1eac62e6093d01bd1f9997dc721b9918a4824501d9551f6817da4f	Niyə getsin bədbaxt olsun.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0a18c08770caf9b12ca5c1b4e3f35eca34c7137413128dd2923a932c4af496b7	Aşıq Alının sənət dünyasından qismən də olsa bəhsediblər.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0a367bffd320c9c3b06abb6aabf8d7f5abbf2a499e3e9cbefedd44d750564d03	adların konkret şəxsiyyətləri nəzərdətutub-tutmadığını dəqiq söyləmək çətindir.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0a55b454a3a190e86de8e58ac9d3ffef3bbd8e5bfff958d7e325e60f5a438703	Alıyam, dərdimə yoxdu xiridar,Günahkar-günahkar yaralı mənəm.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0a5adec55124f7635bc04eb43f9e5c1e5b4f399ad354293eb257cd6f4cdce79c	Hər dağdan irəli sənə gün düşər,Səhər ağaranda dan, Ağrı dağı.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0a9acbc030fb998870b99cefdf83ee63a6d7d8643fc093c5e30e69ec6829a7ad	Gəl özün özünə verməginən boy,Özgə qabınnan ye, öz qabınnan doy.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0a9e4eec2832b4a8ca858190c40d51f97d5d460711186363ac21022bb0099ed2	Kimnən, Aşıx Alıdan.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0acdc5ca920ef9a8b3b5832ab452e7c6466e04b0d2751e8e60a640bd58f2ad7e	eylər-eylərbir elə mövlanın ətəyindən tut,aləmə imdadı ol, eylər-eylər.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0b5d8d49adacbcacd256c3c0edd4a6317c43ecb198d72a7ca5d12fcf9467cd19	Kaf kafərdi bu dünyada, sən də hey.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0b90286c8549fc5fcf7f7c642f05667bc67c003c1f269169f4bc4bbc9e1f4fcb	Balaja, gödək adamlar uzunnara beş manat verif çıxıf onnarın çiyninnənbaxır.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0bd9d315553249bffe123e2dc7f48ddbb0c50cb55f915498155ae379fb51ea7e	Məclisi daha da qızışdırmaq üçün əl çalıbƏləsgəri coşdurmaq istəyirdilər.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0bf8847e57e4d4803a0e3d44137cc625abfa0c00f06cd66bbc62ff4ae3b51ff7	olduqafil gördüm ərzurumun elini,bizim yerlər gözlərimdə cəm oldu.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0c201d27b068b994dd19d3b7035ad96ffb48e2c171eb585cf6ce3a0087d850ec	Fatimədi iki nura bəllidi,Xudam nurdan on bir imam yaratdı.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0c4a73692022d0f2411ecd413c3123fe19b85f574d8d48e9d58a6beb1284d323	Axşamın qara sərinində bunnan danışajam.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0c4d979799ad265cbed9008908eeb7ac59ac74b4420a1942af44a2749384f028	Qəm çökdü sinəmə eyləyə zülüm,Bir gətir sazımı, a Bəsdi, çalım.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0c5bd95051a37f6497eeb678113555ce8e8d8b5327359fa25545d1e67e612f86	Bir quş idim, dayanmışdım yuvada,Dövr edib havada uçuram bu gün.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0c609214735a74d5cf6e39e4b5b0be284f83cacbb17ae524a9723b75532d19a8	Camaat Aşıx Alıya yol verdi.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0c9d536da9e742c9026420a77a2308269c848ac2f51ca6739ae16d9841a6e3e9	Qürbət eldə gözüm dikdimUzaq yollara-yollara.			http://anl.az/el/a/aa_e.pdf	1	0	pending
0cefeec901cd50513b3d73c387d5edf0e225a0f9f126a0f44cec019982657f48	Xavəri-saili cəmə gələndə,Yetmiş oğlu ol Salsalın öləndə.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0d2155067ff60db641ddfe19808c3700723a27dd7415c817b965ff6a4c8c3907	tək-təkbir şəyird ki, ustadına kəm baxar,mövlam etsin ona nasağı tək-tək.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0d3b783f2d3a0cb2c4b43a0583fe7aab03b9a6908e6f67e40e46764610d464a7	Yavaş-yavaş çatır ayrılıq dəmi,Dərdim artıb bir ümmana dönübdü.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0da9bbb5676bfd6f25a18ab529413b00de59a1a7cf878cf4f8cd86179a6e59da	Acmışam sac asmışam, bilməmişəm, küllənməmiş yaş asmışam.			https://az.wikisource.org/wiki/Yan%C4%B1ltmaclar	0	0	pending
0dbae551d09e9a9442f45a33f0ed5c64dffc10e7cb95ac0ddc104ee3b1db4fa2	- Düzəldəjən, canın çıxsın.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0deeaf77612829d8526f4032917931d6f399f7773339d4ba17d740e76eb088c4	bənzərsənsüsənli, sünbüllü, tər bənövşəli,yaylaq, bizim yaylaqlara bənzərsən.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0df1b06840e9916c656145397de26c3932079ab829e967549bfdb2965916f260	bu gündərs alanlar gəlib məndən dərs alsın,sinəmin dəftərin açıram bu gün.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0e3ee88c44e34212b337b12519bd08497753fa7fa53d34b7938d6c47a6401d15	Paşa dedi:- Kəs, nadürüst oğlu, nadürüst.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0e4847596318674dccb08b49b62184cc6ef1ba5913b3ae23a0a47dc427b7be74	- Yox, ay Ramazan əmi.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0e5bee58ee966d4398360012629b37b4b8e8ca2af079e08b30e4754f9fe72a2d	Bir əlində qələm, birində varaq,Alı sizə dastan yazı, gözəllər.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0e86aa3d193e184dd503e815da48c1d26f6ef04e26533cca0bdefa6be049f9ee	Aldı Aşıx Ələsgər:Səndən ayrı mən geymənəm, al, inci,Geyinibsən, yar, qəddinə al inci.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0e8caa3a1621e4b4e94ef96599cbf1bb02e88fff7ce73801d053e1a3e041843a	əzbər-əzbərİİbtida əlifdən dərsim almışam,oxudum dərsimi əzbər-əzbəri.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0edba7c7742949ced6050e84bdfd4b1e85f1395c9f70dda8e0894dde02f89260	Əgər iki ay bizdən sonra qayıdıf gəlsən toy xərcini çıxararsan.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0efd646bee4d6d91324596d3dc48a3272936d6ebe68f852163f379770448bae3	Əyricə, Verst dağı, Baş Gözəldərə,Oylax, bizim oylaxlara bənzərsən.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0f03fc0cd0d4ec57eb6b161904b12120236b3aa21286d3a245cc566756587dd3	İndiyə qədərsoruşmuyufsan, mən də deməmişəm.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0f2932578e6806e2992f76d035c8490c0c12db649c7aaf4de0dab6c5bca3a7f9	Müddəi eyləyib hər işin tərsi,Çox zülüm eyləyib çar, qocalmışam.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0f67ec2e731461e0f7bee2df9a8190943c1660ba46c997ee902d9a1018c35837	Müxənnət olmasa həqiqi dostu,Dost deyər sözünü ay üzə, üzə.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0f765ff404f162c4d2dc20cfe3fd651e31529c5f1506990f29490a95ede88122	Qərq olmuş gəmiyəm, burda qalmışam,Sonalar çalxanır ay üzə-üzə.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0f7f1c9e9d369349c93557b492ffca027b2d60123586c000f15643ca04aa0ef4	xix əsr bütövlükdə azərbaycan tarixində mürəkkəb bir dövrdür.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0f9a5037a58207cf1762c0ab49baf11d8ea1e19adde8c34516f3a17142c1ad90	Qərbi azərbaycanlıların da həyatında öz təsirlərini göstərib.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0fad58386358a7812e36ecd56c8b7ca4d2ae4aa40d3684645d49ec3d83ccf52d	Arxada ləşkəri, başında əyan,Neçə sultan, neçə xanlar keçibdi.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0fb66fcf38333a7748a9625cf1edb2e9068dc537b13a516b82a34340ea2166c5	qocalmişamala gözlüm, sən nə məlul durursan,sən görən deyiləm, yar qocalmışam.			http://anl.az/el/a/aa_e.pdf	0	0	pending
0fc5550ef13553d9c48e35737867b09b18dd9fa1c4e9662435e0b0158e1985a4	Kankannıx elminin dədəsini yandırıf, yerin yeddi qatınnan xəvər verir.			http://anl.az/el/a/aa_e.pdf	1	0	pending
0ffea3eb9f2c0bbdb71290e8a69673d2862a8780a275acf7971bcef0ac64e1fb	Bədöyün qocası olsa da arıq,Sürsən mənzil kəsər, kəmhünər olmaz.			http://anl.az/el/a/aa_e.pdf	0	0	pending
10205361836e637716c8e8262466e04a615059a61be345efccdddca7945a3382	Qalyan-qorçu, Əsmər xanım hayana gedirdisə, onun dalınnan baxırdı.			http://anl.az/el/a/aa_e.pdf	0	0	pending
104123cf431278184e067be8a0ab1fe29b1b1591efe6d38d29bf11c2caed14c0	Gör neyləyir qalayçıyla, dəmirçi,Xalqın evin yıxdı papaqçı, kürkçü.			http://anl.az/el/a/aa_e.pdf	0	0	pending
106a4e021d4e09dd6234e4dc593ba528cc15b4ab7319f204606f79997a77bc87	Aşpaz Abbas bir tas daşma aş asmış, asmışsa da, amma bir az az asmış.			https://az.wikisource.org/wiki/Yan%C4%B1ltmaclar	0	0	pending
10a9746f3978915c1bf9791f25a96d15339d61f9b4118cdac04c5dc5a78a4977	yaxşidiay ağalar, gəlin sizə söyləyim,nə cür olsa yenə vətən yaxşıdı.			http://anl.az/el/a/aa_e.pdf	0	0	pending
10acee48baba7d5327a3daff60950ce6b299078ec701021ab7eb1b655bb15c40	Əllaf ilə baqqal nə işlər görür?.			http://anl.az/el/a/aa_e.pdf	0	0	pending
10bdddb1f09af054b28aecf9cd1ee35a5b66f03916b6af67988237bafcc4dcff	Neynirəm var-dövlət, varımdı azıƏsəl də tapmasan dar bizə göndər.			http://anl.az/el/a/aa_e.pdf	0	0	pending
10d640cc8c9a57a0d7827327f9c963fea9489b6c39ed09e25aea8cbf4b28cabd	Ələsgər getmək istəyəndəAşıq Alı dedi, Ələsgər, bir divani deyəcəm, ona qulax as.			http://anl.az/el/a/aa_e.pdf	0	0	pending
111f453a3851a6822725d821f62603a345d1686cc8d05d5f4c37775678557135	Adəmdən Hatəmə sazda dəlil var,Anlamasan tərk et, meydan etmə dar.			http://anl.az/el/a/aa_e.pdf	1	0	pending
114088b9d7ef4f5c0888bdc7751a836fa768a29ad35a6120448156b1c2f63ce1	Gəzdim İstanbulu, Qarsı, İzmiri,Türkiyə elindən bar gətirmişəm.			http://anl.az/el/a/aa_e.pdf	0	0	pending
1143d69814dcf449b1040a8fcae28cd0c7d10e817058a4dbfc9054b65e418c2d	Misə qalay vursən axır qaralı,Nə lələ bənzəməz, nə gövhər olmaz.			http://anl.az/el/a/aa_e.pdf	0	0	pending
1158415e7d733228f4a113393e91b585d1b2164fd640224ab7c34ff64d132b9e	dəyməmİşkənardan qəlb ilə gəzirəm səni,dodaq gəlib gül yanağa dəyməmiş.			http://anl.az/el/a/aa_e.pdf	0	0	pending
1197910c980cb81edc500b808be6f9772ce03eef9f37619de0c0ddf40f5c51bf	Zərrəcə nəzəri olsa üstündəYerdən daş götürsən ləl eylər-eylər.			http://anl.az/el/a/aa_e.pdf	0	0	pending
11c5aa7b51261d0a950e48442d4a35a0ede9958ecc54695484f691054833cab0	Heç bilmədik nə iş tutduq, əyişdik,Düz gəlmədi sözümüzə sözümüz.			http://anl.az/el/a/aa_e.pdf	0	0	pending
11c91aedf529ffad692908de2a1b25447825c7c67ce46b5de6938e1d179a9698	Qalyan-qorçu da qoy getsin mənim qızdarımnanpulunu alsın.			http://anl.az/el/a/aa_e.pdf	0	0	pending
12309ddacabebaf9c2b10905d9221c6834ce0c6708dd8f1ce9dee2f9db19b856	Can fəda eylərəm, ey mahiparə,Budur sərmayədən olanım, Bəsdi.			http://anl.az/el/a/aa_e.pdf	0	0	pending
1238544927f15b39f9a621c978e688045d8339869ab3a6c5e04a996473b0ed1f	Basarkeçərdə Mehtiyə deyir ki, bala, atının ayağı nalsızdı, gətir nalladax,sonra gedək.			http://anl.az/el/a/aa_e.pdf	0	0	pending
1239fe477e9579a17c9c80a2786853cd1911401f138f1a54a89ee1e1ad7325ee	Dar dərdin eyliyib divanə məniZal zülfün gərdənə sürmə sevdiyim.			http://anl.az/el/a/aa_e.pdf	0	0	pending
1260254ca8860ca67c9a01efb4e4e2942eacbe626243322574fb2d2693b99986	Özü də qıfılbənd, tapmaca kimi şeydi, biz məclisdə bədahətən söz deməkbacarığını yoxlamalıyıq.			http://anl.az/el/a/aa_e.pdf	0	0	pending
129545e03dd7975a625016149d7b8238d22122d083e286b67f4625eef8ae0950	zeynalinyanşaxda bir iyid gəlib ərsəyə,yoxdur bərabəri, tayı zeynalın.			http://anl.az/el/a/aa_e.pdf	0	0	pending
12ac15dda9b1e879a37402a185b19d7c60eb1303840839d8174d71bf03025b84	gedəkqohum-qardaş yenə düşdü yadıma,dedim könül bir səfərim var, gedək.			http://anl.az/el/a/aa_e.pdf	0	0	pending
12b1fe8256b895bd901c19eb7e5d64140b18fd34d658c18de3b9091641ada815	Yaxşı əməl ol cənnətəPis əməlli tam yanacaq.			http://anl.az/el/a/aa_e.pdf	0	0	pending
12fd739985525c4fa9b5f793bcac09fbdabb627d1f6483aee9f2ea068910d582	Ağuşa çək qoyma yanam,Rəhmin gəlsin rəna mənə.			http://anl.az/el/a/aa_e.pdf	0	0	pending
130c0fb07910603199e8ea87d637007b57e43acf69ac9847c22ee2e7aef67cfe	Qalyan-qorçuyu ayıotuz manata tutuf gətimişdilər.			http://anl.az/el/a/aa_e.pdf	0	0	pending
134bddb204da3ab58661a094d0bd0a45c664a6bbcaa84740b4150cc26dbbb47a	Ey arifə, bir salam ver,Soruşum halın görüm,Həqiqət haqq aşığısan,Söylə, kamalın görüm.			http://anl.az/el/a/aa_e.pdf	0	0	pending
1352b5c0fb69c9f35fc11885ac619258eba68953acf14df26554c55eb2a36d68	Aşıq Alıdan soruşurlar ki, siz şəyirdlərinizdən kimə üstünlük verirsiniz?			http://anl.az/el/a/aa_e.pdf	0	0	pending
13ab4cd14290c14f10cec86cdc5a67f864754c2474200b30cb2ff5b2e9b117cc	Əldən uçdu tülək-tərlan,Sar da kəklik alan oldu.			http://anl.az/el/a/aa_e.pdf	0	0	pending
