client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
c92feeeea5101fc79ef7d4e7a2e5b978ea7c8f4cc72cbe07e60261724c6a9ba9eccd1b9f4217e5ab792d31fafb6fe5a4defd4390a79aa3b53acd65d4b206a275	common_voice_az_26658645.mp3	015bb3a926d1a857f0da69ac1344309ec0d90cdb43049de25d4cf5de34fafbaa	Yarada iki əsas dəyişiklik baş verir.		2	1					az	
c92feeeea5101fc79ef7d4e7a2e5b978ea7c8f4cc72cbe07e60261724c6a9ba9eccd1b9f4217e5ab792d31fafb6fe5a4defd4390a79aa3b53acd65d4b206a275	common_voice_az_26658646.mp3	0143a385ea7f54afcc9fa3e76b3e95aa1c48eb878d13442a96f09759b0ce121d	Komsomol gölü yaxınlığında yerləşən mərkəzdən kifayət qədər aralıda yerləşir.		2	1					az	
d15e975e7096c6ecbb2962c67ac1c0c3a4b1e8c85671d1e91e41ceeaefe2a1d3ffc461320e7afd7db1087dad5cac78431bddb532e414de3fd45b49073c68feb8	common_voice_az_36638179.mp3	0052f5678f42d34be48be1f03fb80455c9d3f0a10573e7e459f4e72d4a4b2bc2	Film iki seriyadan ibarətdir.		2	0					az	
d15e975e7096c6ecbb2962c67ac1c0c3a4b1e8c85671d1e91e41ceeaefe2a1d3ffc461320e7afd7db1087dad5cac78431bddb532e414de3fd45b49073c68feb8	common_voice_az_36638181.mp3	000137e9347a4f0f15906ab720a9384a24925358a6622b33ceb7ce20bbc6194d	Bunun səbəbləri müxtəlifdir.		2	0					az	
6ca0e6e5389ea98c34e4b09530706fa883e33ae4f2226b229342475c373691fc0881d1776b945f6e1f9d007eea54dde1ee4ac2a12d742458e75e9bb4997ca85c	common_voice_az_38555101.mp3	01a9f05e18dfe1014ac83fdb91f2fa82741812d1e0aa8e40e550d35bb9a23bb8	Bəyazid taxta keçdikdən sonra İshaq Paşanı yenidən sədrəzəm seçdi.		2	0					az	
6ca0e6e5389ea98c34e4b09530706fa883e33ae4f2226b229342475c373691fc0881d1776b945f6e1f9d007eea54dde1ee4ac2a12d742458e75e9bb4997ca85c	common_voice_az_38555102.mp3	02019386f46e0898b6b507e3b927405f670741da6c86d9bfda87167d0ce7a0dc	Salar təxəllüsü ilə ruh aləminə uyğun şeirlər yazırdı.		2	0					az	
6ca0e6e5389ea98c34e4b09530706fa883e33ae4f2226b229342475c373691fc0881d1776b945f6e1f9d007eea54dde1ee4ac2a12d742458e75e9bb4997ca85c	common_voice_az_38555103.mp3	003a0ff18e749f09036b9b60bbce25f51406e21f3042b1dcc8628dc1c28248f1	Cavabında kazaklar narazı şəxsləri quyuya ataraq öldürdülər.		2	0					az	
6ca0e6e5389ea98c34e4b09530706fa883e33ae4f2226b229342475c373691fc0881d1776b945f6e1f9d007eea54dde1ee4ac2a12d742458e75e9bb4997ca85c	common_voice_az_38555104.mp3	003cf00463562eaab70c872a738ce8a5fdf3e1a43bc7e645233a301f671ffd10	Netflix nədir?		2	0					az	
6cd8994c6d82b791ea9653b101fd27d8735afb1ea8300a0ec3c9531ae89fa8912807862ec7b75aeb49d72866c39fa9c0981c91ac9ed41b47c42ede4f804e09cd	common_voice_az_38206777.mp3	02133a5260351607e1b835f09481f7b31e123cb7484ef32197e1de9afcbfee34	Müsabiqədən sonra onu artıq hamı tanımağa başlayır.		2	0					az	
6cd8994c6d82b791ea9653b101fd27d8735afb1ea8300a0ec3c9531ae89fa8912807862ec7b75aeb49d72866c39fa9c0981c91ac9ed41b47c42ede4f804e09cd	common_voice_az_38206778.mp3	018d88ce8098fc26687663e53b7144efaf5baa4c71d66b0318abf8afd5d1ef89	İnsanlar və heyvanların bitkilərlə zəhərlənməsi müxtəlif səbəblərdən baş verə bilər.		2	0					az	
6cd8994c6d82b791ea9653b101fd27d8735afb1ea8300a0ec3c9531ae89fa8912807862ec7b75aeb49d72866c39fa9c0981c91ac9ed41b47c42ede4f804e09cd	common_voice_az_38206779.mp3	01996dcef0532170139f5808cde635d57fdc8535f2f17b432663ac96eeebb0bf	Həmin il Yaponiya Misirin müstəqilliyini tanımışdır.		2	0					az	
6cd8994c6d82b791ea9653b101fd27d8735afb1ea8300a0ec3c9531ae89fa8912807862ec7b75aeb49d72866c39fa9c0981c91ac9ed41b47c42ede4f804e09cd	common_voice_az_38206780.mp3	021e2b94a499a1bf0d6ae24b359fcaeebec3d10bd119d7629ef2914e45ce0cb2	Beş uşaq atası idi.		2	0					az	
a2d570597196c14cde5aad5300acfa5b12b440b1bd1e626150cd01cc423dbc270122328fd06aec60df2eb6cbe8ba774b19db9cbaae00a08231f76eb4e0a6b0d1	common_voice_az_27426027.mp3	00d55657dc02962b7e56909cf97795d59cfffe5a49214cb2496b23cd01d53841	Film Türkiyə yazıçısı Nazim Hikmətin eyniadlı əsərinin motivləri əsasında yaradılmışdır.		2	1					az	
a2d570597196c14cde5aad5300acfa5b12b440b1bd1e626150cd01cc423dbc270122328fd06aec60df2eb6cbe8ba774b19db9cbaae00a08231f76eb4e0a6b0d1	common_voice_az_27426028.mp3	007e558a7d531e2e5741315b130be4a3aa898aabf61614e426335f8e59398cc9	Yuxarı axarlarda bataqlaşmış ərazidən axır və suyu dayaz olur.		2	0					az	
a2d570597196c14cde5aad5300acfa5b12b440b1bd1e626150cd01cc423dbc270122328fd06aec60df2eb6cbe8ba774b19db9cbaae00a08231f76eb4e0a6b0d1	common_voice_az_27426029.mp3	0063e3019dbbebf1ce746534764a5f499f2685e529baf8b40be2133d00cdb240	Ölkə ərazisindən axan Niger çayının adı ilə adlanır.		2	0					az	
a2d570597196c14cde5aad5300acfa5b12b440b1bd1e626150cd01cc423dbc270122328fd06aec60df2eb6cbe8ba774b19db9cbaae00a08231f76eb4e0a6b0d1	common_voice_az_27426031.mp3	0128eb1ece8f7cbc2a0c96a231938807a1da6180a0f4cf53f029449d19ee3b0f	Elə orta məktəbi də həmin kənddə bitirib.		2	0					az	
e93f7869eef2592691908b9e12848d766fbfe6fa646e28d4bad142e3de5cd40cd8e227f3e3096cbe50b7d13d3f9fc93d3bd1d72ba5f8776d4111f1b3a8eeb1b2	common_voice_az_40603073.mp3	01fbab8ef08c2a1faf2143cf4cce008f8844cc88647c9c523c77f7bbac1563b6	Daha sonra həmin məktəbin direktoru olur.		2	0	teens				az	
e93f7869eef2592691908b9e12848d766fbfe6fa646e28d4bad142e3de5cd40cd8e227f3e3096cbe50b7d13d3f9fc93d3bd1d72ba5f8776d4111f1b3a8eeb1b2	common_voice_az_40603074.mp3	0023cfca02f10eeabd36e9e0dcd4a6e42b50cb14e0de2a879346ca9986b86be1	Atası qızına mükəmməl təhsil vermək arzusunda idi.		2	0	teens				az	
e93f7869eef2592691908b9e12848d766fbfe6fa646e28d4bad142e3de5cd40cd8e227f3e3096cbe50b7d13d3f9fc93d3bd1d72ba5f8776d4111f1b3a8eeb1b2	common_voice_az_40603076.mp3	0158d69d6e4574324564ff81a2c3e031b5e6f89f1a7d6d95b228464e41326393	Turizm qoruq ətrafındakı bütün ərazilərin inkişafının əsas sahəsidir.		2	0	teens				az	
e93f7869eef2592691908b9e12848d766fbfe6fa646e28d4bad142e3de5cd40cd8e227f3e3096cbe50b7d13d3f9fc93d3bd1d72ba5f8776d4111f1b3a8eeb1b2	common_voice_az_40603077.mp3	01eaa2a73fcc7255b75163e04b3946869db51f77609b1a51f26a0fc035aaaa6a	Hər yeddi ildən bir keçirilir.		2	0	teens				az	
091ce3ffbeec8d16680a5eadc7ca32da05a153896b5e245e0920137335976ee4d1cdf53d0cbee978357b7c86e5fadddafd78bc81393e225369d11346940dd2ba	common_voice_az_30416717.mp3	0176793923113545146217e18b25686bf0831c035e2d7792b2e24859f14433a1	Qrup artıq fəaliyyətini dayandırmışdır.		2	0					az	
091ce3ffbeec8d16680a5eadc7ca32da05a153896b5e245e0920137335976ee4d1cdf53d0cbee978357b7c86e5fadddafd78bc81393e225369d11346940dd2ba	common_voice_az_30416718.mp3	00ad277a6e5d0f53cc784ea70df0a7877465f43abb63ec9115eb6047ce639932	İyunun əvvəlində çiçəkləyir.		2	0					az	
091ce3ffbeec8d16680a5eadc7ca32da05a153896b5e245e0920137335976ee4d1cdf53d0cbee978357b7c86e5fadddafd78bc81393e225369d11346940dd2ba	common_voice_az_30416719.mp3	00d07c8f7c55b24d76d2fc909746b6b98f0818f1fa7196c3ff6ee079a11a0248	Bundan sonra isə körpü bərpa edilməmişdir.		2	0					az	
091ce3ffbeec8d16680a5eadc7ca32da05a153896b5e245e0920137335976ee4d1cdf53d0cbee978357b7c86e5fadddafd78bc81393e225369d11346940dd2ba	common_voice_az_30416720.mp3	002b9778b3ab97e5991962226705c943baa393f6b15adf59fe6131a8c3a4c58d	Dinozavrlar arasında ən uzun boyuna malik imiş.		2	0					az	
091ce3ffbeec8d16680a5eadc7ca32da05a153896b5e245e0920137335976ee4d1cdf53d0cbee978357b7c86e5fadddafd78bc81393e225369d11346940dd2ba	common_voice_az_30416721.mp3	006c31043d5eb1dc64852003f2d3c96cbd1f03323c099cc3c338a3b8eb561336	Qurultayda Azərbaycanın bütün bölgələrini və tədris müəssisələrini təmsil edən nümayəndələr iştirak edirdilər.		2	0					az	
14f13980dfdb1232682f097113f41f8f9d17923701d6ec096cfefda29dc3c6f97afda1eb17a93009654df576460d1f337e680e46216b8f739fa7120ece108259	common_voice_az_40474176.mp3	004273b75f85b44f840f51b44cd0938f8c062d4d4d941e6b24fee89f0097abc6	Ölkə müsabiqədə iştirak etdiyi illər ərzində heç vaxt qalib olmamışdır.		2	0					az	
14f13980dfdb1232682f097113f41f8f9d17923701d6ec096cfefda29dc3c6f97afda1eb17a93009654df576460d1f337e680e46216b8f739fa7120ece108259	common_voice_az_40474177.mp3	005935bb2a6aeb59cecff25e53cc572caa8833393b2a458c74408ff590e1b724	Ortada qalan meydançanın iki tərəfini tağlar və onların arxasında yerləşən otaqlar təşkil edir.		2	0					az	
14f13980dfdb1232682f097113f41f8f9d17923701d6ec096cfefda29dc3c6f97afda1eb17a93009654df576460d1f337e680e46216b8f739fa7120ece108259	common_voice_az_40474178.mp3	019161752db73241131d0d78426d2c00800b1e931a30eb1b4c1039acdf86808e	Dəmirçilər Tərtər rayonunun eyniadlı inzibati ərazi vahidində kənd.		2	0					az	
14f13980dfdb1232682f097113f41f8f9d17923701d6ec096cfefda29dc3c6f97afda1eb17a93009654df576460d1f337e680e46216b8f739fa7120ece108259	common_voice_az_40474179.mp3	012dcd63b6d7fb3c600ea81e5b8149891d09fa7dc59486fbb8d2cc35724522a5	Mağaraların girəcəyində aşkar edilmiş mədəni təbəqə qalıqları onların qədim insan məskənləri olduğunu göstərir.		2	0					az	
14f13980dfdb1232682f097113f41f8f9d17923701d6ec096cfefda29dc3c6f97afda1eb17a93009654df576460d1f337e680e46216b8f739fa7120ece108259	common_voice_az_40474180.mp3	008e448b1efed96ccca298288652f7c39430168bbbe9ca4d68b93a47f7bcdad3	İlk işi Şabran şəhərini ələ keçirmək oldu.		2	0					az	
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7	common_voice_az_29987070.mp3	006ce831fc290ac2a6b5d883d3d45ff1684a33bf136c1c92e35b3187521e7e0d	Əli Amir uşaq yaşlarında ailəsi ilə birlikdə İsrailə köç edib.		2	0	twenties	male_masculine			az	
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7	common_voice_az_29987078.mp3	00dc01adde8d8a8b53935ccda2833688771c21442aa5571383e797b9bbbb2406	Kanalda İngilis və İspan dillərdə proqramlar nümayiş olunur.		2	1	twenties	male_masculine			az	
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7	common_voice_az_29987089.mp3	00587e3616ae2389d18e04b4ab6b4c2773d5c107d878bd5d41f8471518d4ddd9	Təhsilini davam etdirmək istəsə də mümkün olmayıb.		2	1	twenties	male_masculine			az	
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7	common_voice_az_29987092.mp3	0121773cc8f97edde9fbac6decc3c3500837d538132a9d3f504cc8f3e4610fe6	Cənubi Koreyada.		2	0	twenties	male_masculine			az	
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7	common_voice_az_29987093.mp3	018f1e2353cd5a005901ab5ebcadf3b111d74ed5c88e13d9700389020f37a57b	Müxtəlif illərdə fərqli sahələrdə iş fəaliyyətinə başlayır.		2	1	twenties	male_masculine			az	
bed9e801364f6a314d7b968ea5d1c9ca0e3273a631da387a59ed0c99f03f3621387d01f8d9971fd824141b1d0daef0fa605ea0ce2d082b806e052a5d3ba4267a	common_voice_az_37653110.mp3	02012a6b7fdfb9557b32e844655425ef11966b9eb3ec33ff52ae33aa5f5450c3	Kolbasa tam və ya doğranmış şəkildə servis edilir.		2	0					az	
bed9e801364f6a314d7b968ea5d1c9ca0e3273a631da387a59ed0c99f03f3621387d01f8d9971fd824141b1d0daef0fa605ea0ce2d082b806e052a5d3ba4267a	common_voice_az_37653111.mp3	004e0d09abeff0074c522229671c83daef3ad9ead5f85c561b5d53c17f578378	Çar ordusunda zabit kimi xidmət etmişdi.		2	0					az	
bed9e801364f6a314d7b968ea5d1c9ca0e3273a631da387a59ed0c99f03f3621387d01f8d9971fd824141b1d0daef0fa605ea0ce2d082b806e052a5d3ba4267a	common_voice_az_37653112.mp3	004424dec1c27f1c5f2d695e77193bc699c6a5544b56e14f69f337e6b039889d	Adada göl yoxdur.		2	0					az	
bed9e801364f6a314d7b968ea5d1c9ca0e3273a631da387a59ed0c99f03f3621387d01f8d9971fd824141b1d0daef0fa605ea0ce2d082b806e052a5d3ba4267a	common_voice_az_37653113.mp3	019bf40a0d965205bfb6c10cfe37cda793b6df549203ddf14d1ded30a63c5e42	Bayraq mərasimi himnin sonu və cavabdeh müəllimin əmri ilə başa çatır.		2	0					az	
bed9e801364f6a314d7b968ea5d1c9ca0e3273a631da387a59ed0c99f03f3621387d01f8d9971fd824141b1d0daef0fa605ea0ce2d082b806e052a5d3ba4267a	common_voice_az_37653114.mp3	01c15031ecf8622a7e656704d0a03acb32ab8b48f31c85c099b83bee25767901	Orta əsrlərdə geniş yayılmış bu oyun klassik ədəbiyyatımızın nümunələrindən də bəllidir.		2	0					az	
e1b08b2b68db0f55b51042f3ce197ff20490456a8e67d596db47fc363855a5c92d5e454653d6bbfb0bfa6f9cea2048b35b796693dbe6be1a273756498f74fad0	common_voice_az_30574004.mp3	013a73ffa42bb410703f80c4824c3d93824e77266accb1f91d6ca0f7f2ff0606	İngiltərədə nəşr edilmiş bu "Divan"da məhəbbət lirikası üstünlük təşkil edirdi.		2	0					az	
e1b08b2b68db0f55b51042f3ce197ff20490456a8e67d596db47fc363855a5c92d5e454653d6bbfb0bfa6f9cea2048b35b796693dbe6be1a273756498f74fad0	common_voice_az_30574005.mp3	0053f2bd13a138fcca01164557dfe02f1bee076edf7b4204cdd2c34d026e880b	Gürcüstan hökumət qüvvələri tez bir zamanda Abxaziyanın böyük bir hissəsinə nəzarəti bərpa etdi.		2	0					az	
e1b08b2b68db0f55b51042f3ce197ff20490456a8e67d596db47fc363855a5c92d5e454653d6bbfb0bfa6f9cea2048b35b796693dbe6be1a273756498f74fad0	common_voice_az_30574006.mp3	00b20910482ee156626b3b0f23562502fee227b0704309e5e9c503194838ba9e	Bundan başqa Xızır Nəbi "Aşıq Qərib" dastanının Azərbaycan versiyasının qəhrəmanıdır.		2	0					az	
e1b08b2b68db0f55b51042f3ce197ff20490456a8e67d596db47fc363855a5c92d5e454653d6bbfb0bfa6f9cea2048b35b796693dbe6be1a273756498f74fad0	common_voice_az_30574007.mp3	00449c70d26e6c60fd60dbc83b473b027a1853e49080945686abebefc93a5d3e	Hindistanla Rusiya arasındakı strateji tərəfdaşlıq beş sahəni əhatə edir.		2	0					az	
e1b08b2b68db0f55b51042f3ce197ff20490456a8e67d596db47fc363855a5c92d5e454653d6bbfb0bfa6f9cea2048b35b796693dbe6be1a273756498f74fad0	common_voice_az_30574008.mp3	01799cf0c092cc85651edf7d0ed5a647c43637f057200d7ba1cd0d51a5731048	Qəsəbə adını oradakı eyniadlı çayın adından almışdır.		2	0					az	
8c9cbf533a4c516618da4184fae4ebf14a2a59108c219459e7a6d8517a7cb3bbb35260b1108fc3fe7da360c22d3b0ebe0ef59bd1cf3650aeb1f266db8db2653a	common_voice_az_43516613.mp3	028996b2d40f9bf15c1e6f75d22ec09769f79c4268151f1a9b99cc6503bc7638	Lena çayın sağ sahilində yerləşir.		2	0			Baki, Rus Sektoru		az	
8c9cbf533a4c516618da4184fae4ebf14a2a59108c219459e7a6d8517a7cb3bbb35260b1108fc3fe7da360c22d3b0ebe0ef59bd1cf3650aeb1f266db8db2653a	common_voice_az_43516614.mp3	010e63c1dc873f13114d0da9f85d61092d305a56790c1277e6b2caf098aad8aa	Ağstafa rayonunun Muğanlı kəndində dəfn olunub.		4	0	thirties		Baki, Rus Sektoru		az	
8c9cbf533a4c516618da4184fae4ebf14a2a59108c219459e7a6d8517a7cb3bbb35260b1108fc3fe7da360c22d3b0ebe0ef59bd1cf3650aeb1f266db8db2653a	common_voice_az_43516617.mp3	02a1e4d634edec645a6225124a2569911cd8ae21aa2e30c417c748cad68a0720	Bir oğul övladı var.		2	0	thirties		Baki, Rus Sektoru		az	
8c9cbf533a4c516618da4184fae4ebf14a2a59108c219459e7a6d8517a7cb3bbb35260b1108fc3fe7da360c22d3b0ebe0ef59bd1cf3650aeb1f266db8db2653a	common_voice_az_43516622.mp3	027e2eaeb4666467484cf67dc58c47a04c118fa639df9a93ddd1781c413d3c9f	Əsasən qar suları və yeraltı sularla qidalanır.		2	0	thirties		Baki, Rus Sektoru		az	
8c9cbf533a4c516618da4184fae4ebf14a2a59108c219459e7a6d8517a7cb3bbb35260b1108fc3fe7da360c22d3b0ebe0ef59bd1cf3650aeb1f266db8db2653a	common_voice_az_43516623.mp3	0133e7c9d3fd4eea810791fee13ba5deba1d4b4f3b099158bf93eee77ef59503	Humanizm tərəfdarı deyildi.		2	0	thirties		Baki, Rus Sektoru		az	
8c9cbf533a4c516618da4184fae4ebf14a2a59108c219459e7a6d8517a7cb3bbb35260b1108fc3fe7da360c22d3b0ebe0ef59bd1cf3650aeb1f266db8db2653a	common_voice_az_43516624.mp3	03de6f97dcb8077d52c5cdf8b399e7045497c36c219090f6ff1d68acd6538c18	Əsasən dağlıq ərazidir.		2	0	thirties		Baki, Rus Sektoru		az	
1b78f020e6f6c0c828e4a5c3e3c41ec5b1aff707678d5839d3fb6765677cf26b9e3b6955a4678d63c9281719189896c8b13b32941f5a34a663eebd3950ee9469	common_voice_az_37772750.mp3	00a217d8629cf1431e59a9d6747e1e078a7b0eb19c6f28e9ebc389479d2c79eb	İmişli şəhərində dəfn olunub.		2	0					az	
1b78f020e6f6c0c828e4a5c3e3c41ec5b1aff707678d5839d3fb6765677cf26b9e3b6955a4678d63c9281719189896c8b13b32941f5a34a663eebd3950ee9469	common_voice_az_37772752.mp3	0206bc632dc866d6eb2534851afb0bbb810dacf518f91dfd9044b1e41e9b7cd8	Həmin dövrdən indiyədək Heydər Əliyev adına Saraya ləyaqətlə rəhbərlik edir.		2	0					az	
1b78f020e6f6c0c828e4a5c3e3c41ec5b1aff707678d5839d3fb6765677cf26b9e3b6955a4678d63c9281719189896c8b13b32941f5a34a663eebd3950ee9469	common_voice_az_37772755.mp3	007f8ba2dc552091ed4446887453368e682830f21a651d84d776150bf03e014e	Hər iki xəstəliyi aradan qaldıra bildi.		2	0					az	
1b78f020e6f6c0c828e4a5c3e3c41ec5b1aff707678d5839d3fb6765677cf26b9e3b6955a4678d63c9281719189896c8b13b32941f5a34a663eebd3950ee9469	common_voice_az_37772757.mp3	003277b7f82fc8ac20d45224243a6483df381e5636e848667199e56e35e2a461	Şəhər alim və ixtiraçı Nikola Teslanın doğulduğu yerdir.		2	0					az	
1b78f020e6f6c0c828e4a5c3e3c41ec5b1aff707678d5839d3fb6765677cf26b9e3b6955a4678d63c9281719189896c8b13b32941f5a34a663eebd3950ee9469	common_voice_az_37772797.mp3	01b5e3d9252cd5fd730c91281e44c0383684f140bf359ccf94c6d0aae19e36f8	Və Braziliyanın ən böyük futbol klublarından biri hesab olunur.		2	0					az	
1b78f020e6f6c0c828e4a5c3e3c41ec5b1aff707678d5839d3fb6765677cf26b9e3b6955a4678d63c9281719189896c8b13b32941f5a34a663eebd3950ee9469	common_voice_az_37772798.mp3	016b6d47c4f0c4e5ca0850c635a47807506c86c6ec721d104d2e385b33401207	Hazırda xarabalıqları qalır.		2	0					az	
1b78f020e6f6c0c828e4a5c3e3c41ec5b1aff707678d5839d3fb6765677cf26b9e3b6955a4678d63c9281719189896c8b13b32941f5a34a663eebd3950ee9469	common_voice_az_37772799.mp3	0005d3e57a6445f2bea6c988dbf52a25f0c9402915e03ffee5c573fee183fef3	Daun sindromu ilə doğulan uşaqlarla erkən məşğul olmaq lazımdır.		2	0					az	
