sentence_id	sentence	variant	sentence_domain	source	is_used	clips_count
00e3f25c7d3c570358bc562e70dbc04f9670ec769b8bd99555e62b232e2ef93a	Gözlənilmədən vəziyyət dəyişir.			wiki	1	0
00e94cdcfd084d74558098e414c3c2a6e42efc94c0945fb77f3fb4fda3b50be4	Alatoran.			wiki	1	0
00eb6c60b4aa53a5d47ab3eeb6b4bc1ad85fd6b0485f4ebe25fe71da58d92ecd	Dövlət dili ərəb dilidir.			wiki	1	0
00f09bbc32c98875a952860e5f72f509690f48944a2d08f8b22e6e4985f87196	Zənən bəddisə ərinə,Məzarın qazdır dərinə;Qoyma Alının sərinə,Bu dünyanı dar eyləsin.			http://anl.az/el/a/aa_e.pdf	1	0
00f20ac12552e1cddd7b6f77f0a336d49da1625ccab38c68ec389f5dc12f7acd	Bu iki böyük sənətkar birlikdə mükəmməl ikili adı almışdılar.			wiki	1	0
00f6d1f8d0c5175856affd4dd4a57c1dd70544358a688a05f53d6636aefadbbb	Bəzi mənbələrdə isə onları skif tayfalarından sayırlar.			wiki	1	0
010147d6abe30b5a8961a6fe32da088f110e32a33388a6be729fb2b7e20044c5	Lirik məhəbbət mahnıları da çoxdur.			wiki	1	0
0122d8f850d22771d0decdcc6dac0f6566e1d29eb8603be2af9a08e0f501f684	Bu məqsədlə toxum dövlət hesabına Hindistandan alınmışdır.			wiki	1	0
0122e2ae0b3792065040bb5ae73ffdaf159266d6bb1735c357669e82254d7d0d	Bank zəmanəti müəyyən müddətə verilir və zamin tərəfindən ləğv edilə bilməz.			wiki	1	0
0127ff45b33bf3a43d0706303050cfe5b82ca587e94b173c38716028c9698fa2	Bir müddət Ben ondan ayrı qalır.			wiki	1	0
01296a588b6fd97288bc2613dfaa464cf030abd6d7158ea061dd76f1b9120628	Təbii ehtiyatı azdır.			wiki	1	0
0136a8c0d881db82d2b09ff3c35b7406b25014c839959d97d14e4b3976e89ab8	Bayıl mayakı burada yerləşir.			wiki	1	0
013bb09175a633549ae9800657a1720686639bf2437d279fdf99236bd9bd339c	Muzeyinin ilk direktoru Emin Ağayev olub.			wiki	1	0
013f1a345db342b1f09ec056fc2da706778c03b440e114d1b0973f27274c3c87	Çoxsaylı gömrük növləri ticarətin inkişafına böyük əngəl törədirdi.			wiki	1	0
0143c52e39ebfa2ad86d66239de92df8013d17a78646c90e10f02e71bd9f8701	Vətən sağ olsun.			wiki	1	0
0143d8d751c4c0d863ea914b27e3d8adfb07a6ff513eaccc722b4b51d25384f1	Azərbaycan Elmlər Akademiyasının Fizika İnstitutunun şöbə müdiri olmuşdur.			wiki	1	0
014e57ea29235c2c2e20d4f6a03e53a5e51ce30607c9ee39ec3ab0499817f4bb	Lex qalasına yaxın ərazidədir.			wiki	1	0
0151abfaa154f11be16721bdbb37a4fc942fa700dc2f4a7f608cf4e14013c4aa	Beləliklə Bulqar adında yeni bir boy əmələ gəlmişdir.			wiki	1	0
0151d7ce077ec571326845003c475db56db6f25102d97934b5f4bb3fc14fcafe	Vəsfi olmasaydı ay bənizlərin,Yad etməzdim əsla sazı, gözəllər.			http://anl.az/el/a/aa_e.pdf	1	0
015acbe19c6eb78089c65beaa2a63019d3881b38da1ee5c715eb4c7d46dfe23e	Rustov kəndinin keçmiş məhəllələrindən birinin adıdır.			wiki	1	0
015b09d803e5d39bc1be6ff10b035f5e7932e600e836b1a458f62ef07a571f24	Sağlamlığını yaxşılaşdırmaq üçün sənətkarı psixiatrik xəstəxanaya apardılar.			wiki	1	0
016008cda392bfff30b5069ba0704a70ae1481771f6138b79e2b56678da20521	Buradan çay başlayır.			wiki	1	0
0160e333a2ec10aa48c5c578b70daa05ef15bdcfda52e9bbbbd23d2ae35e70ea	Qarnizon faşist ordusu ilə mühasirəyə alınmışdı.			wiki	1	0
01664f2d1643e97f4d245a2b808c739c28aae58bb14ed7a7b6a3791196e6a61c	Onlar müxtəlif dalğa uzunluqları istifadə edən bilavasitə müşahidə üsulları sayəsində kəşf edilmişdir.			wiki	1	0
016c4dbe4b5349fed70194bd750cb41386a4a4ddd1a13748661fc4de1901fae4	Ermənistanı təmsil etmək üçün on mahnı rəqabət aparacaq.			wiki	1	0
016cd5b2815543dc0cecbcd2a591531cdc107175aecd352d166e78b5021a23cb	Strasburq Universitetində elmlər doktoru dərəcəsini qazanıb.			wiki	1	0
017715699cfb0e75b599b02ea2545dc951c4d58d5d5d1d71fb512733eab4d4e0	Cənubi Monlyuson kantonuna daxildir.			wiki	1	0
017b5f10db4632230366522419eefe3d41277b5f39d4fe73047b8b8eb25a77c1	Bu mərhələdə ayrıldı və sahil neftlə çirklənmiş gölün tarixi sahəsində bir dam şimal təcrid.			wiki	1	0
01852945ab775a4d3788c5fc003a7350fdab27f78b61196036084ce23632fb2a	İmişli rayonunda dəfn edilmişdir.			wiki	1	0
018702aa24f989a0ee2c0689b049fa6fb3160a133a4a905bb412fa2c82f89c5c	Hansıki sözügedən təhsil müəssisəsi Avropada bir nömrə sayılırdı.			wiki	1	0
018ce1a0393feee29fb5d431dab02b97eb3cfdf72ab5274e913b86b6a962c93e	Helen isə ölmək arzusunda deyil.			wiki	1	0
018f96d1d9bb475e61831d5fd4eb7e574cac0f16e7dd800c74c5b75b8ffd1b5a	Elmlə sovet dövründə məşğul olmuşdu.			wiki	1	0
0193bbd48308801095b3ec29ed5f8f84b0538a73439617d0f909e81aba37bc99	Burada dünyanın ən böyük manqrov meşələri yerləşir.			wiki	1	0
0197864a4655dff72d636788095c5f087b0e4181fcf6a07464807088983cecdb	"Kəndin əvvəlki adı ""Sucu""dur."			wiki	1	0
0198ccca84f2caad7662ef520afb44692e5e1f6982c4e3e1601a0170c7465a32	Qışda qar örtüyünün temperaturu mənfi qalır.			wiki	1	0
019a8ede3e48a8b8989abf60415175fac94114ea32d4c675495b08069f3c172f	Ən ciddi yenilik isə jurnalın statusu ilə bağlıdır.			wiki	1	0
019ded69f9a5f12c8c07eb1f8966afa413db9facf130de422f54fbf61d7c3c8a	Bu yanaşma elmi olaraq da onsuz da etibarlı görünməkdədir.			wiki	1	0
01a33138f4d1fcaad72def53ead9d17b625a24519a52f160a9a1549deeedde84	Onun üzvləri hər il seçilir.			wiki	1	0
01a360da973432d357d8bc213465d3667720fca94dd5fb3f603a9631ea325d42	Lakin daxili ideoloji təzyiqlərə görə təşkilat həmin il üç yerə bölündü.			wiki	1	0
01a7a20c3bfac44922afc9e930d4dd00f9e2ec63d451a7e34e637a78cd301e2b	Mindən yuxarı məqalənin müəllifi idi.			wiki	1	0
01b168c8010df9332a11ca750d0b7fa43f383963a6a7b7227c1049526776d57b	Qədim mənbələrdə altı sayı daha çox dünyanın yaradılması ilə bağlı şəkildə özünü göstərməkdədir.			wiki	1	0
01b2bed4bf88a5359831d7595a3ed386ba20bf2a6148edeb941a5d1e93056072	Bu oyunlardan sonra Fənərbaxça onunla oynamağa davam etdi.			wiki	1	0
01b4e69b07ce3b54df19f9e51af3c6713f8c81c5269685b26832de0cf354ef1f	Adalar dəniz və hava nəqliyyatı ilə əlaqələndirilir.			wiki	1	0
01b4f9f951e9132ae26d8d3f0a19f44b21213a6d7ec5da6e95d44014de52850b	Çayın mənbəyi And dağlarının şərq ətəklərində yerləşir.			wiki	1	0
01b993ca33d723a3b00a72a3687e6691519f53bc33aec0a32bf1a8c01687edec	Üst mədəni təbəqədə iki inşaat qatı müəyyən olunmuşdur.			wiki	1	0
01bce09044f3c510fdc4d26e770bc8dae3a18aa9158985ee329f7feefc0c929d	Uzun müddət istifadə olunmaq tarixi olur.			wiki	1	0
01c13960ae1bffb0b8d9f52297e04750a61b84108dfd52e3c608a1f22aa04b68	Komanda ilk vaxtlar universitetlər arasında keçirilən Respublika oyunlarında iştirak edirdi.			wiki	1	0
01c30eaf911d368a9b4472a027f05d4655681852db58408ff2685db4481b7e6f	Qarşıda iki mühüm hədəfi yerinə yetirmək kimi mühüm məsələ dayanırdı.			wiki	1	0
01c6d6dd80ac7a396da94027239a61fb7b544f7c87529c9b323615eb06c245f5	İnsanların atasıdır.			wiki	1	0
01cc3761dc7769c1f964ff114e8c15b2235453661abbeeba4b846b3e5d6fc28f	Kişilər uzun saç saxlayırdılar.			wiki	1	0
01cd09ba635ff22d8176301c77d8f5c9403a121bc01f2e71678a7ce49a7af49f	Bu iki ölkə arasında turizm və ticarət sektorunda ümumi məsələlərin inkişafına potensial vardır.			wiki	1	0
01d0456412802edbff0b27724a07b435bcd7a1c70fd88fe078721fbe2bc06175	Qəvvas kimi dəryalara dalmışam.			http://anl.az/el/a/aa_e.pdf	1	0
01d13c5978e41116a05247240338285527b521934b23324c3c06ea31bb34a0bf	Özünə şahid olacaq kimsə yoxdur.			wiki	1	0
01d4d33b1c8184344aa0395fa380476e74f31c0014338eb670ca5cf1d50e9266	Bu gün fəaliyyət göstərən cümə məscidi də həmin dövrdə tikilmişdir.			wiki	1	0
01d8078e6235182f7022f482a734a01edf24e985c8af3d5f402cf7adfe224129	Qərbdən şimala doğru istiqamətlənmişdir.			wiki	1	0
01dd605d366ae49485a719d252cb1238eaf7bb6468679fc67130e0022e5e219c	İngilis əsgərlərinə hücumlar və terror aktları təşkil edir.			wiki	1	0
01e0d9eb09a56dff6d1f41189b33daa266e49fa523815cc29bf150fcfb3774d6	Bəzən bu şərab Xızır tərəfindən verilir.			wiki	1	0
01e2dcc55ca409791a04c499a22f82b7dbe9917e3d2872a6c2be78b38d61353e	Naxçıvan Dövlət Teatrında uzun illər çalışıb.			wiki	1	0
01e5cfacd2706c302d88c0c27a6c2bb53f5da8f83bc5db3f7628aec3ed25fc82	Zavodun ətrafında əhalisi gürcü və ermənilərdən ibarət olan qəsəbə salınır.			wiki	1	0
01e6189462a42363d6d096cd0265dc27914c62782c6c26e8f13a3ec053ae319b	Sultan onların həbs edilməsi barədə Teymura məlumat verdi.			wiki	1	0
01f98604c4c2700c9221fe270f2321a39b333b6136561278f65a6376e925435c	Bədəl Rəhim xandan qaçmağa və onun yoldaşları ilə birlikdə dağlara doğru hərəkət etməyə çalışır.			wiki	1	0
01fb411ff49297187fc206e32042b9239c8ebd8f57799df99dee1c280b3d61a1	Bu səbəbdən bəzən mənsəb hissə tamamən quruyur.			wiki	1	0
01fdd0bcc8ce13263dc734fa7538aa92ae508e7093c0f5a948d22ed77c5cc606	Onun cənubundakı bəzi şəhərləri Baburun hakimiyətini tanıdı.			wiki	1	0
0201acffa215dce605b429485e32e0deaddcd5ca30126baaa221d4848db29fab	Xəmirdən xörəklər və məmulatlar tacik mətbəxində əhəmiyyətli yer tutur.			wiki	1	0
0202a0530e836d8bb2e336c6e8187ffc885637ed051ca67a809562eb7043f660	Türkiyə miniatür sənətinin inkişafına Azərbaycan rəssamları əhəmiyyətli təsir göstərmişlər.			wiki	1	0
0205c3f5b5502df22088229705ff92615144c883ba795d4f428fd210ea27ae4c	Həmin günlərdə isə Züleyxa Kommunist Partiyasına üzv qəbul olunur.			wiki	1	0
0206895c103f847cb6c0f8c59038d6c0050068d5326ddd9900efc0d65d640793	Keramika məmulatı içərisində şirli qabların parçaları da vardır.			wiki	1	0
0207bd03ab56232f38de9a3b7d3d123b03736ced306370ce4c90d419473a449d	İş prinsipi Arximed qanununa əsaslanır.			wiki	1	0
0208ca7b96a798e6c2b8664ef9af73ae71d3e9fcbdc2f4dfeb05437045912636	Ancaq o vaxtlar yarışlar başqa qaydalar üzrə keçirilmişdir.			wiki	1	0
020ab10e4e59ccd56ee3b7862d319e12054a9b411ab533f1613e94ec80dd7d91	Əsərləri geniş oxucu rəğbəti qazanmışdır.			wiki	1	0
020e00f5a6410e31d77dc90aa6cb88e174470a130b797481758d3705c483b543	Bir çox radio və televiziya proqramında iştirak etmişdir.			wiki	1	0
02114f16b12306b643ec63f7583f572a2d605c18c70c5e7c6fa540b978488c58	Qazi Məhəmmədin şərəfinə adlandırılıb.			wiki	1	0
02148714e3e6b2c10d77bb750425e9794f206d966533b5ae2a8ba7fa59b8223e	Beyləqan rayonunda dəfn olunmuşdur.			wiki	1	0
0217ef2a90f3e3444591c5cab5b4b616bff35edc935808df4b0434bd83704007	Birləşmiş Ştatlar şərəfli sülh bağlamağa nail oldu.			wiki	1	0
0218dab34a4f6e928a38ffc9013ae7cc7b3dd5f7e96cde457a142301d5d63f4c	Altı cilddə.			wiki	1	0
021b55bd7becd03b38355d54aba4b20181e7243ab8da5b2cf3cf5d5907834617	Bu filmdə onun tərəf müqabili Ömər Şərif idi.			wiki	1	0
021bca98de9c99fb5aea77879af9549a29926bf6095f61e0b0bf383919da1e64	Kəndin adı eyniadlı çayın adından alınmışdır.			wiki	1	0
021cbf2325ab1f82a3863fd02a563f7f221e5f3094d920913941b436d8fbf886	Tabe olmayan hər kəs qohumları və dostları ilə birlikdə sürgün ediləcək.			wiki	1	0
02222b18e9902f1d7b9161f7915caea8bb4f9c0dfeaedc5fc7cc67e667d45f00	Bunu gec başa düşən Sultan Xəlil məcbur olub döyüşməyə başladı və mühasirəyə düşdü.			wiki	1	0
022580b519cc820f6a8db5832bbec5cd154d5c96be483f4791c663a0c0f39b26	Lakin onun qarnizonunun sayı artıq əhalisinin sayından çox geridə qalırdı.			wiki	1	0
0227e33298738edc419694a480cfd055055abb3dea8814fc17a79c3aa46fd91c	"Cəbhədəki xidmətlərinə görə ""Qırmızı Bayraq"" ordeni ilə təltif edilib."			wiki	1	0
022d9ee60eefbce93531096113e7f3c45a0f28ccf5c3d01668106cbf242edd5e	Buna görə müharibədən sonra bölgə üzrə əhalinin sıxlığı olduqca azdır.			wiki	1	0
022e161efa8783d3d9dbbe50cc1d8efcf83b0ab2b857bd50908952762300394a	Günbəz vasitəsilə əlavə dayaqlar qoymadan çox böyük sahənin üstünü örtmək mümkündür.			wiki	1	0
022e766d838f44b2a4558c4f95b31646a11f46bd41513ac11778ec32fee07ae6	Quru ərazisində ovçuluq mühüm yer tuturdu.			wiki	1	0
02311cc740ad17ef0ad3284346cafb5a0206c3445ed9bffad640a3789f1dea68	Bundan sonra Konstantinopola dəfələrlə hücum edən knyaz çətinliklə də olsa saxlanıldı.			wiki	1	0
0235ea3716b95f2fa66de1af8eb2dc3f0e5ce6afc6681c701a50d225adb4d7b7	Azərbaycan faunası üçün ilk dəfə qeyd edilir.			wiki	1	0
023a4fb1ac8c0d48e7f7fb4a65cccd6d8dbc67de535b91fca8c817e6135d81ff	Basketbol indi bütün dünyada inkişaf etmiş və sevimli oyuna çevrilmişdir.			wiki	1	0
023c5cb3ba548d30e6c856f4821c583a2602ed757d682496bc1c27553d9d2aa8	İnsanların ziyarət etdiyi bu yer zaman keçdikcə mahiyyətini dəyişmiş və məscidə çevrilmişdir.			wiki	1	0
023ce4a9b244135f831ee7a85264ea16021dc84289e9e14e0d34ba5705dcfe34	Burada meyxana müasir şəhər folklorunun nümunəsi kimi göstərilir.			wiki	1	0
0240e61d0d92dab07abcd7b0caa517babd4d692d5a3a280f7befba25b5286e0a	Bu vəziyyət isə işi yenidən canlandırmaq üçün qəti tədbirlər görməyi tələb edirdi.			wiki	1	0
0247e5b8df1dc4b50bdc07555f413a26490c97d4f7d2c14b4e6e89a94a15ee57	Filmin adı ilə mahnı da vardır.			wiki	1	0
02480101accc4a6b45e99ef26bff34a21ddac8e151cf9d3e8d90b2e36af27884	Onlardan biri də Yusif Salahov oldu.			wiki	1	0
0248145965aaa29751f8e96d3f643d454c10db6d2bf9679d56a30c868f2bd673	Cəlaləddin Əli Bəyin kiçik qardaşı idi.			wiki	1	0
025172d398e91b1e2e05848156fa88b41e6ae6ee1268e1065ec7269807443cf2	Türk tarixində ermənilərə qarşı soyqırım olmadığını deyir.			wiki	1	0
0252157dd8ccd97b9004abacc2400116d35b6a503edb544622820611c10b1e70	Hər iki ölkə arasında güclü ticarət əlaqələri var.			wiki	1	0
0252539a28e948fc5e246e9a866bf7a439f55f6dbb67ce12a633acf182ae2bfa	İngilis və Fransız əhalisi arasında buna münasibət fərqlilikləri oldu mu?			wiki	1	0
02540a06e292aed28ba85f0ba3d590cb7fb226afa5184e6df42c34125060e97c	Azərbaycan ərazisində mövcud olmuş ən gənc trolleybus təşkilatı olmuşdur.			wiki	1	0
0257ef1ece3dd177cbc8156342312fd60d6a9425d148ca9001e244bab48eb27d	Soyun ulu babası İbrahim İsmayıl oğlu olmuşdur.			wiki	1	0
025af1f15ef1047a483b0a137013711fb1a71c81e0f36e1a823bcdfc4594d3b9	"Bu hadisə tarixə ""qanlı bazar"" adı ilə keçdi."			wiki	1	0
025c47254ade483ddf39cb35d34e7ca45886af473e16c827165bb35b55215d7c	Azərbaycanda park və bağların salınmasında istifadə edilir.			wiki	1	0
0263e0ef842a6a1a2e3a1fd0aaa33865ad0777812acf36e89fc77353d3ca1fc5	Osmanlı sultanı Əbdülməcidin on səkkizinci xanımı.			wiki	1	0
026500fe74e425c1f770a3ceca6af4bfbf941da947a760ba2b06e02721207702	Azərbaycan xanlıqları tarixinin əsas məsələlərindən biri də onların xarici siyasəti ilə bağlıdır.			wiki	1	0
02666d5fcf53e023876dce024c780a18a45c8935c76c8fdcd7f3b047ac283639	Xüsusən portret janrında əsərlər çəkmişdir.			wiki	1	0
0267be3d1e08ec4c4b07c3bc8577be9340539949b4221982d32cf2b2b347f17f	Aldığı nəticələr xarici və yerli jurnallarda çap olunmuşdur.			wiki	1	0
026f12f33d71a631e96dffd42a2d659c762eca4cafac5f9531361186eb253a54	Qədimdən Polşanın çayları yol göstərmək üçün istifadə olunurdu.			wiki	1	0
0271139d042fb5aa2dfb609b9987f7525153e621f702e1fc3604250baf1f91da	Həmin insanlar onlara ucuz ev təklif edirlər.			wiki	1	0
0274008ff879a157e656bb50fc00588dec8fd876d2871576e95968d458523d7b	Buradan Praqa şəhərinə çox gözəl mənzərə açılır.			wiki	1	0
0277540144d46727befa41563d81012d5b9b8ac714f87003d4c84a54ff77afa9	İon adaları daxildir.			wiki	1	0
02784c198f878b867ef65859fe5a9207024993dfc207e5a5450bea798888c402	Respublikanın bir çox rayonlarında ifa olunur.			wiki	1	0
02793e119fa02d6a8065887c1feebf62f1ff2a2da22d3dc7d3a2ade34c9f4b7f	Meksikada keçirilən final mərhələsində də Qərbi Almaniya yığmasının heyətində meydanda olub.			wiki	1	0
0279af9495a196abc29fcc4b4f3dfe57598e9a9d2a133009a34ca5293d367fe3	Journal of Non.			wiki	1	0
027f330b2fde4f350c908d7dd37acfc72308e90040038437f59295eb81a4963c	Onun qərarına gözlənilən gəlir və bazarda faiz dərəcələri təsir göstərir.			wiki	1	0
027f735cad0b7cd1fcc363e147fbd99380b27ce1a8eb8edb31c9283b97db77b6	Rusiya qarşıya qoyulmuş məqsədi köçürmə üzrə Xüsusi Komitə yaratmaqla reallaşdırdı.			wiki	1	0
02842e174de4bc57d553103592a2fb17ca66ff96909515da7181940b91581145	İşçi göstəriciləri yaxşılaşdırmaq üçün tərkibə müəyyən aşqar paketləri də daxil edilir.			wiki	1	0
028ec924b064d9dfa56f56bc4ffd0e6801772bd4930338ba45d2ba3e919bfc4c	Məzahir Abasov Qara dəniz üzərində gedən döyüşlərdə qəhrəmancasına vuruşaraq ağır yaralanmışdır.			wiki	1	0
028f04c7adfd07583484bcc8b1976cd7f8096763b830bd31a143719578acd6a4	Bəlx hakiminin əmri ilə edam edilmişdir.			wiki	1	0
02918a2ad0d7849dd4ffca140da9e3c62e0b99e83c538eadb2a1bc50194684e5	Şəhərin tarixi orta əsrlərə gedib çıxır.			wiki	1	0
0291c7064da3de773bf0ffe2ad6ed07a9c4f7819517252541d2099eed386feeb	Amma bir müddət sonra kompaniyanın sayəsində azad olunur və porno karyerasına yenidən davam edir.			wiki	1	0
0292f2ed8bce494b2663031b66496e1aa1508d5eceab715613587b95fd519fbb	Qabığından boya sənayesində istifadə olunurdu.			wiki	1	0
02936551b944eb2831eedf370e037c67c5db2f2e17e303aeddc0592c290c9be6	Şəmkir rayonunun eyniadlı qəsəbə inzibati ərazi vahidində Şəhər tipli qəsəbə.			wiki	1	0
029383ddaae03f7a1a3d2d80f0345c810bcd27ac986532e66e411cf381c0adad	Əkinçilik məhsulları saxlanılan xüsusi tikililər də aşkar edilmişdir.			wiki	1	0
0298ca1633645c244054eacfb2783cd95a79d2cc51acdfbbca18098559c6c8f9	Texnikumu bitirdikdən sonra Akademik Dram Teatrında aktyor və rejissor köməkçisi kimi fəaliyyətə başlayır.			wiki	1	0
029d76007da684a17f904924f6328dc9078b57fa1b6765d82f426d07df128101	Tağı bəy Baş Noraşen natamam orta məktəbində rus dilini tədris etmişdir.			wiki	1	0
