clip	duration[ms]
common_voice_az_42621066.mp3	8568
common_voice_az_40735348.mp3	5724
common_voice_az_40679465.mp3	3708
common_voice_az_45233776.mp3	2988
common_voice_az_41232410.mp3	3600
common_voice_az_40474179.mp3	9396
common_voice_az_35250117.mp3	4788
common_voice_az_40799066.mp3	6840
common_voice_az_36559441.mp3	6372
common_voice_az_36729352.mp3	3420
common_voice_az_40668531.mp3	4608
common_voice_az_40699388.mp3	5148
common_voice_az_40474228.mp3	9288
common_voice_az_40737763.mp3	7992
common_voice_az_36410955.mp3	1728
common_voice_az_40679290.mp3	7020
common_voice_az_43264085.mp3	4716
common_voice_az_43516609.mp3	7308
common_voice_az_27646625.mp3	2448
common_voice_az_40734756.mp3	5940
common_voice_az_40737695.mp3	4788
common_voice_az_28316597.mp3	4248
common_voice_az_40679491.mp3	6228
common_voice_az_36729357.mp3	4536
common_voice_az_26658773.mp3	8676
common_voice_az_42970490.mp3	10800
common_voice_az_29987093.mp3	10440
common_voice_az_40668441.mp3	4068
common_voice_az_40679507.mp3	4176
common_voice_az_43516625.mp3	5256
common_voice_az_27646597.mp3	5292
common_voice_az_40679408.mp3	3600
common_voice_az_29101446.mp3	3744
common_voice_az_40799021.mp3	7632
common_voice_az_36729343.mp3	4428
common_voice_az_36729384.mp3	4716
common_voice_az_40679572.mp3	9036
common_voice_az_43284832.mp3	3888
common_voice_az_40668228.mp3	8100
common_voice_az_40679532.mp3	9576
common_voice_az_40799146.mp3	5508
common_voice_az_40679325.mp3	5616
common_voice_az_40679575.mp3	4320
common_voice_az_36729354.mp3	5076
common_voice_az_30644756.mp3	1836
common_voice_az_43457570.mp3	4284
common_voice_az_40667855.mp3	7956
common_voice_az_40699288.mp3	9576
common_voice_az_35249910.mp3	5796
common_voice_az_36729430.mp3	3888
common_voice_az_45233790.mp3	3816
common_voice_az_28316593.mp3	6156
common_voice_az_35249814.mp3	6156
common_voice_az_40679511.mp3	5040
common_voice_az_27646634.mp3	2772
common_voice_az_40474262.mp3	6660
common_voice_az_35249912.mp3	3456
common_voice_az_40799054.mp3	5148
common_voice_az_40679426.mp3	7416
common_voice_az_40819126.mp3	6012
common_voice_az_40679466.mp3	3996
common_voice_az_40679362.mp3	6408
common_voice_az_35250020.mp3	4896
common_voice_az_36729355.mp3	3168
common_voice_az_27646606.mp3	3996
common_voice_az_40474198.mp3	3960
common_voice_az_43516626.mp3	7020
common_voice_az_40603073.mp3	4356
common_voice_az_40679479.mp3	4248
common_voice_az_40799126.mp3	4320
common_voice_az_40811236.mp3	5436
common_voice_az_36729390.mp3	4716
common_voice_az_28316595.mp3	2916
common_voice_az_40811209.mp3	5508
common_voice_az_40734734.mp3	5940
common_voice_az_40667897.mp3	3348
common_voice_az_42621092.mp3	7704
common_voice_az_35250062.mp3	5220
common_voice_az_45066444.mp3	2700
common_voice_az_37653114.mp3	8280
common_voice_az_40668230.mp3	5616
common_voice_az_29101448.mp3	6408
common_voice_az_29101444.mp3	3672
common_voice_az_45233781.mp3	5760
common_voice_az_40668445.mp3	6480
common_voice_az_36559377.mp3	7596
common_voice_az_27426027.mp3	7164
common_voice_az_40811194.mp3	5616
common_voice_az_42621118.mp3	3744
common_voice_az_40668474.mp3	5148
common_voice_az_45233798.mp3	7560
common_voice_az_42621136.mp3	4968
common_voice_az_40734752.mp3	7236
common_voice_az_40798913.mp3	4176
common_voice_az_40679346.mp3	3888
common_voice_az_40668442.mp3	2988
common_voice_az_40799092.mp3	3816
common_voice_az_35249853.mp3	9360
common_voice_az_43516601.mp3	6480
common_voice_az_40862169.mp3	3888
common_voice_az_43284805.mp3	3168
common_voice_az_35249927.mp3	4356
common_voice_az_40799072.mp3	5256
common_voice_az_40735002.mp3	5616
common_voice_az_40799055.mp3	6516
common_voice_az_40679494.mp3	4860
common_voice_az_40667896.mp3	6336
common_voice_az_40819131.mp3	4284
common_voice_az_43107779.mp3	8280
common_voice_az_36559407.mp3	6012
common_voice_az_42351935.mp3	4716
common_voice_az_40811886.mp3	3744
common_voice_az_35250118.mp3	3996
common_voice_az_42621090.mp3	5004
common_voice_az_40799065.mp3	3636
common_voice_az_45233614.mp3	5940
common_voice_az_42621112.mp3	4176
common_voice_az_40798934.mp3	4932
common_voice_az_37772750.mp3	5256
common_voice_az_40734820.mp3	3600
common_voice_az_40798952.mp3	6372
common_voice_az_28316614.mp3	3096
common_voice_az_43284817.mp3	3708
common_voice_az_40798923.mp3	3852
common_voice_az_40667936.mp3	5580
common_voice_az_40668470.mp3	5040
common_voice_az_40819140.mp3	5472
common_voice_az_36559445.mp3	6444
common_voice_az_40862201.mp3	4500
common_voice_az_40819138.mp3	10044
common_voice_az_40679324.mp3	5148
common_voice_az_40734683.mp3	4356
common_voice_az_42621114.mp3	5832
common_voice_az_40679387.mp3	3708
common_voice_az_40819130.mp3	5580
common_voice_az_30416718.mp3	4320
common_voice_az_43516628.mp3	5616
common_voice_az_40819123.mp3	5328
common_voice_az_42621137.mp3	7632
common_voice_az_37772753.mp3	5400
common_voice_az_28316592.mp3	3636
common_voice_az_36638181.mp3	3996
common_voice_az_40799137.mp3	7848
common_voice_az_40603074.mp3	6984
common_voice_az_38206780.mp3	3636
common_voice_az_38555102.mp3	5760
common_voice_az_36559405.mp3	4320
common_voice_az_45233621.mp3	4968
common_voice_az_35250116.mp3	4068
common_voice_az_40603077.mp3	3636
common_voice_az_35249839.mp3	4428
common_voice_az_40737762.mp3	3816
common_voice_az_40798932.mp3	4752
common_voice_az_40819137.mp3	6804
common_voice_az_45066449.mp3	2520
common_voice_az_43284815.mp3	2808
common_voice_az_30416717.mp3	5616
common_voice_az_40819177.mp3	3852
common_voice_az_40679309.mp3	7956
common_voice_az_37653113.mp3	7668
common_voice_az_40799094.mp3	6660
common_voice_az_40679360.mp3	4500
common_voice_az_40799124.mp3	3456
common_voice_az_40474229.mp3	4788
common_voice_az_40679389.mp3	7056
common_voice_az_42621100.mp3	3276
common_voice_az_35249836.mp3	6588
common_voice_az_42351934.mp3	11160
common_voice_az_36729397.mp3	6228
common_voice_az_40799073.mp3	7956
common_voice_az_40862170.mp3	5076
common_voice_az_40811192.mp3	4284
common_voice_az_35249907.mp3	5580
common_voice_az_40667967.mp3	7308
common_voice_az_26658772.mp3	4716
common_voice_az_42621080.mp3	6696
common_voice_az_40667856.mp3	6876
common_voice_az_36729408.mp3	4140
common_voice_az_42600931.mp3	5760
common_voice_az_40734816.mp3	4248
common_voice_az_40734753.mp3	5040
common_voice_az_36559378.mp3	3816
common_voice_az_43516623.mp3	3888
common_voice_az_40798922.mp3	4248
common_voice_az_36729375.mp3	3780
common_voice_az_40699301.mp3	3780
common_voice_az_30644802.mp3	8928
common_voice_az_43107782.mp3	5796
common_voice_az_42621074.mp3	6876
common_voice_az_36559379.mp3	5004
common_voice_az_40798925.mp3	4176
common_voice_az_40799107.mp3	7416
common_voice_az_43541896.mp3	5868
common_voice_az_40798936.mp3	3492
common_voice_az_40735005.mp3	3816
common_voice_az_36410954.mp3	2520
common_voice_az_43107778.mp3	7308
common_voice_az_40811216.mp3	7200
common_voice_az_37772797.mp3	5688
common_voice_az_40811190.mp3	6192
common_voice_az_36559408.mp3	4968
common_voice_az_27426029.mp3	4176
common_voice_az_43107780.mp3	7128
common_voice_az_40799053.mp3	4356
common_voice_az_40679492.mp3	5688
common_voice_az_40799041.mp3	6408
common_voice_az_38206777.mp3	6048
common_voice_az_40667859.mp3	7200
common_voice_az_27646635.mp3	4212
common_voice_az_40799125.mp3	4176
common_voice_az_40799004.mp3	6156
common_voice_az_41030971.mp3	8100
common_voice_az_27646607.mp3	2880
common_voice_az_28316598.mp3	5688
common_voice_az_40737724.mp3	7236
common_voice_az_36729432.mp3	6660
common_voice_az_45233618.mp3	3276
common_voice_az_40667891.mp3	4428
common_voice_az_45233655.mp3	4860
common_voice_az_29987078.mp3	6372
common_voice_az_40699302.mp3	6876
common_voice_az_40668550.mp3	3168
common_voice_az_27646611.mp3	3996
common_voice_az_40603075.mp3	6768
common_voice_az_36729399.mp3	3960
common_voice_az_36729392.mp3	6660
common_voice_az_40819175.mp3	3600
common_voice_az_42621075.mp3	5652
common_voice_az_41232413.mp3	4068
common_voice_az_40679508.mp3	7956
common_voice_az_45233658.mp3	4608
common_voice_az_40679460.mp3	9468
common_voice_az_40799108.mp3	5040
common_voice_az_40668242.mp3	7020
common_voice_az_40667894.mp3	4680
common_voice_az_40474197.mp3	7848
common_voice_az_35249817.mp3	3456
common_voice_az_36729340.mp3	5940
common_voice_az_43284806.mp3	2628
common_voice_az_40474177.mp3	7236
common_voice_az_30574007.mp3	5508
common_voice_az_27426031.mp3	4500
common_voice_az_28316591.mp3	4248
common_voice_az_40799062.mp3	3780
common_voice_az_45233807.mp3	4248
common_voice_az_40679490.mp3	3348
common_voice_az_40799009.mp3	4356
common_voice_az_43284808.mp3	3528
common_voice_az_40735345.mp3	3600
common_voice_az_43516627.mp3	8676
common_voice_az_38206779.mp3	5688
common_voice_az_40799123.mp3	4428
common_voice_az_35249798.mp3	4140
common_voice_az_40679358.mp3	6516
common_voice_az_42621117.mp3	4716
common_voice_az_35249799.mp3	3276
common_voice_az_43516607.mp3	5076
common_voice_az_40734898.mp3	7416
common_voice_az_43516620.mp3	7020
common_voice_az_40734843.mp3	4176
common_voice_az_42621077.mp3	4896
common_voice_az_42351936.mp3	5508
common_voice_az_35250051.mp3	3960
common_voice_az_40862198.mp3	4716
common_voice_az_40699287.mp3	6516
common_voice_az_40819139.mp3	2736
common_voice_az_40699364.mp3	5508
common_voice_az_27646596.mp3	7524
common_voice_az_40699286.mp3	6768
common_voice_az_45215050.mp3	7128
common_voice_az_40798915.mp3	4968
common_voice_az_40819165.mp3	5436
common_voice_az_42621115.mp3	5652
common_voice_az_27646615.mp3	4248
common_voice_az_40737696.mp3	4032
common_voice_az_43284837.mp3	4320
common_voice_az_36729363.mp3	4896
common_voice_az_40811237.mp3	3420
common_voice_az_45233777.mp3	6948
common_voice_az_37445599.mp3	4140
common_voice_az_43457562.mp3	5616
common_voice_az_45233780.mp3	5220
common_voice_az_40819129.mp3	4356
common_voice_az_40699299.mp3	3636
common_voice_az_36729344.mp3	2808
common_voice_az_40811229.mp3	4248
common_voice_az_40811239.mp3	3780
common_voice_az_40734807.mp3	7776
common_voice_az_40735344.mp3	4680
common_voice_az_40799010.mp3	4860
common_voice_az_40734809.mp3	5580
common_voice_az_37445598.mp3	3636
common_voice_az_40668226.mp3	5436
common_voice_az_40799020.mp3	5616
common_voice_az_40699346.mp3	4896
common_voice_az_40811206.mp3	4788
common_voice_az_40734818.mp3	5616
common_voice_az_27646610.mp3	6588
common_voice_az_40811865.mp3	3096
common_voice_az_45233796.mp3	3816
common_voice_az_40667940.mp3	4068
common_voice_az_30644804.mp3	10188
common_voice_az_37772801.mp3	4536
common_voice_az_40811238.mp3	7704
common_voice_az_40811223.mp3	7740
common_voice_az_43516602.mp3	4788
common_voice_az_40737697.mp3	8928
common_voice_az_36729356.mp3	5580
common_voice_az_40811220.mp3	4932
common_voice_az_43457561.mp3	4788
common_voice_az_27426030.mp3	2988
common_voice_az_40811884.mp3	7128
common_voice_az_34229674.mp3	4896
common_voice_az_40811888.mp3	9180
common_voice_az_42621076.mp3	5076
common_voice_az_27646624.mp3	4068
common_voice_az_36729412.mp3	6948
common_voice_az_40798956.mp3	3852
common_voice_az_40699283.mp3	6048
common_voice_az_36729395.mp3	3960
common_voice_az_40668529.mp3	4536
common_voice_az_40679390.mp3	4716
common_voice_az_40819170.mp3	5220
common_voice_az_42550085.mp3	6516
common_voice_az_40679370.mp3	3888
common_voice_az_36729349.mp3	2988
common_voice_az_32296129.mp3	3996
common_voice_az_45066447.mp3	2628
common_voice_az_40474266.mp3	8028
common_voice_az_40799063.mp3	5256
common_voice_az_42600932.mp3	3636
common_voice_az_40819167.mp3	4104
common_voice_az_27646636.mp3	3132
common_voice_az_40679533.mp3	8568
common_voice_az_35250094.mp3	3420
common_voice_az_41232411.mp3	4716
common_voice_az_40799139.mp3	8388
common_voice_az_40811234.mp3	8568
common_voice_az_43457572.mp3	7452
common_voice_az_36729360.mp3	3348
common_voice_az_40668499.mp3	4788
common_voice_az_40811197.mp3	3636
common_voice_az_40819135.mp3	5544
common_voice_az_40668549.mp3	5040
common_voice_az_36729410.mp3	3600
common_voice_az_45233775.mp3	7308
common_voice_az_35249926.mp3	4716
common_voice_az_33216145.mp3	5076
common_voice_az_40699318.mp3	6228
common_voice_az_27646621.mp3	4788
common_voice_az_40799007.mp3	6228
common_voice_az_40734755.mp3	6228
common_voice_az_40668443.mp3	5580
common_voice_az_28316584.mp3	4176
common_voice_az_37772798.mp3	5040
common_voice_az_45233792.mp3	3528
common_voice_az_40811222.mp3	4176
common_voice_az_40799098.mp3	5580
common_voice_az_43541894.mp3	7956
common_voice_az_30651706.mp3	8460
common_voice_az_42621071.mp3	4032
common_voice_az_36410953.mp3	1800
common_voice_az_36729347.mp3	3996
common_voice_az_40668498.mp3	6156
common_voice_az_40819136.mp3	4104
common_voice_az_28316599.mp3	2736
common_voice_az_40819125.mp3	4284
common_voice_az_43284816.mp3	2916
common_voice_az_43543034.mp3	7236
common_voice_az_36729342.mp3	6120
common_voice_az_40862191.mp3	3528
common_voice_az_35249818.mp3	2808
common_voice_az_45215047.mp3	7596
common_voice_az_40699351.mp3	6048
common_voice_az_40811232.mp3	4428
common_voice_az_40699350.mp3	5076
common_voice_az_40667966.mp3	5688
common_voice_az_43264088.mp3	3996
common_voice_az_43457576.mp3	5616
common_voice_az_35250114.mp3	6120
common_voice_az_40679377.mp3	3816
common_voice_az_45233783.mp3	4968
common_voice_az_34229675.mp3	9036
common_voice_az_36729431.mp3	4788
common_voice_az_40679335.mp3	7956
common_voice_az_41232414.mp3	3996
common_voice_az_32296128.mp3	3348
common_voice_az_40798912.mp3	4320
common_voice_az_45233784.mp3	3240
common_voice_az_35250019.mp3	3636
common_voice_az_28316596.mp3	3780
common_voice_az_40679291.mp3	5688
common_voice_az_42970494.mp3	11988
common_voice_az_40699334.mp3	6876
common_voice_az_40798955.mp3	6588
common_voice_az_45233795.mp3	4968
common_voice_az_43284838.mp3	5688
common_voice_az_36729348.mp3	6336
common_voice_az_40734686.mp3	3996
common_voice_az_43457563.mp3	7776
common_voice_az_26658646.mp3	6156
common_voice_az_43516606.mp3	5040
common_voice_az_40799011.mp3	3996
common_voice_az_40734845.mp3	4140
common_voice_az_40474264.mp3	4860
common_voice_az_40668229.mp3	3888
common_voice_az_42621107.mp3	6012
common_voice_az_35249786.mp3	3636
common_voice_az_40679407.mp3	6408
common_voice_az_40799022.mp3	4572
common_voice_az_36729402.mp3	8316
common_voice_az_40811862.mp3	3528
common_voice_az_43264089.mp3	2916
common_voice_az_35250060.mp3	6480
common_voice_az_40474178.mp3	6408
common_voice_az_28316583.mp3	6300
common_voice_az_40737734.mp3	3132
common_voice_az_41030975.mp3	5436
common_voice_az_43516604.mp3	7776
common_voice_az_30644801.mp3	7920
common_voice_az_40679510.mp3	3960
common_voice_az_27646632.mp3	3060
common_voice_az_40679381.mp3	5148
common_voice_az_29101441.mp3	3636
common_voice_az_40811186.mp3	4716
common_voice_az_43457575.mp3	10584
common_voice_az_35249838.mp3	6120
common_voice_az_40799109.mp3	3420
common_voice_az_40819120.mp3	2772
common_voice_az_40699315.mp3	5328
common_voice_az_40798954.mp3	3924
common_voice_az_37772800.mp3	6228
common_voice_az_28316613.mp3	4356
common_voice_az_28316581.mp3	6516
common_voice_az_27646512.mp3	5040
common_voice_az_40798926.mp3	2484
common_voice_az_40679366.mp3	6948
common_voice_az_40679571.mp3	3600
common_voice_az_35249925.mp3	8460
common_voice_az_40679424.mp3	7380
common_voice_az_40474176.mp3	6516
common_voice_az_43516621.mp3	5868
common_voice_az_43516600.mp3	6588
common_voice_az_42621081.mp3	5616
common_voice_az_43516613.mp3	5256
common_voice_az_40474263.mp3	2808
common_voice_az_40699386.mp3	5148
common_voice_az_40679347.mp3	4968
common_voice_az_43543037.mp3	3456
common_voice_az_40668502.mp3	4608
common_voice_az_42550086.mp3	4320
common_voice_az_36729400.mp3	4428
common_voice_az_40679478.mp3	3456
common_voice_az_40737720.mp3	6696
common_voice_az_38555104.mp3	3348
common_voice_az_27646599.mp3	5832
common_voice_az_40735004.mp3	6588
common_voice_az_40737738.mp3	3996
common_voice_az_26658903.mp3	8388
common_voice_az_40699368.mp3	5760
common_voice_az_42621093.mp3	4176
common_voice_az_40474227.mp3	5976
common_voice_az_37653111.mp3	5940
common_voice_az_27646614.mp3	3744
common_voice_az_42970492.mp3	5436
common_voice_az_42621084.mp3	5328
common_voice_az_40474199.mp3	6408
common_voice_az_40799040.mp3	4968
common_voice_az_30416721.mp3	6516
common_voice_az_40679352.mp3	4536
common_voice_az_43284836.mp3	3240
common_voice_az_40799111.mp3	8100
common_voice_az_40679425.mp3	4788
common_voice_az_40699344.mp3	4320
common_voice_az_40699375.mp3	5076
common_voice_az_35250050.mp3	5940
common_voice_az_40667970.mp3	6228
common_voice_az_36729386.mp3	3996
common_voice_az_41232409.mp3	6084
common_voice_az_40798981.mp3	5904
common_voice_az_40798916.mp3	4752
common_voice_az_36559410.mp3	6912
common_voice_az_40811230.mp3	3276
common_voice_az_40679289.mp3	5040
common_voice_az_43543036.mp3	6480
common_voice_az_40799005.mp3	6372
common_voice_az_40798969.mp3	4392
common_voice_az_40679386.mp3	4176
common_voice_az_45233656.mp3	6516
common_voice_az_40811185.mp3	3276
common_voice_az_40699338.mp3	6876
common_voice_az_35249790.mp3	3456
common_voice_az_30574008.mp3	5076
common_voice_az_40737736.mp3	6552
common_voice_az_45233624.mp3	5328
common_voice_az_36729350.mp3	6948
common_voice_az_35249837.mp3	4896
common_voice_az_36638180.mp3	7200
common_voice_az_36729351.mp3	3060
common_voice_az_37772799.mp3	5508
common_voice_az_40668028.mp3	7308
common_voice_az_30644800.mp3	8028
common_voice_az_28841731.mp3	6192
common_voice_az_40679573.mp3	3996
common_voice_az_40799056.mp3	4896
common_voice_az_43541898.mp3	7488
common_voice_az_40699377.mp3	6300
common_voice_az_26658844.mp3	6876
common_voice_az_40679423.mp3	5328
common_voice_az_36729398.mp3	6480
common_voice_az_43284804.mp3	3708
common_voice_az_40799096.mp3	6948
common_voice_az_40799144.mp3	6948
common_voice_az_40819164.mp3	3564
common_voice_az_40699385.mp3	2556
common_voice_az_40862192.mp3	5580
common_voice_az_36559444.mp3	4896
common_voice_az_45215051.mp3	5508
common_voice_az_40679404.mp3	6336
common_voice_az_36559409.mp3	3852
common_voice_az_35249801.mp3	3168
common_voice_az_28316612.mp3	3168
common_voice_az_42621083.mp3	4896
common_voice_az_40679380.mp3	6228
common_voice_az_30644759.mp3	8640
common_voice_az_40862174.mp3	5868
common_voice_az_30644799.mp3	7776
common_voice_az_43284798.mp3	6408
common_voice_az_43543038.mp3	6768
common_voice_az_35249855.mp3	7236
common_voice_az_40699352.mp3	3816
common_voice_az_40735346.mp3	5112
common_voice_az_40679353.mp3	5760
common_voice_az_40819124.mp3	5040
common_voice_az_40699374.mp3	5976
common_voice_az_40811863.mp3	4932
common_voice_az_27646622.mp3	3636
common_voice_az_43516599.mp3	7560
common_voice_az_40734847.mp3	5508
common_voice_az_40668024.mp3	5220
common_voice_az_40679306.mp3	4140
common_voice_az_40699316.mp3	6228
common_voice_az_40699353.mp3	3708
common_voice_az_36729358.mp3	8280
common_voice_az_40668472.mp3	3960
common_voice_az_45233626.mp3	5508
common_voice_az_40699314.mp3	7488
common_voice_az_40668530.mp3	5940
common_voice_az_36729388.mp3	8496
common_voice_az_35249787.mp3	7848
common_voice_az_40667857.mp3	4680
common_voice_az_42621070.mp3	3996
common_voice_az_40668267.mp3	4788
common_voice_az_40667968.mp3	5148
common_voice_az_40734819.mp3	3528
common_voice_az_35249816.mp3	9468
common_voice_az_43543035.mp3	4068
common_voice_az_40679379.mp3	3888
common_voice_az_40734735.mp3	4356
common_voice_az_40699367.mp3	6660
common_voice_az_26658901.mp3	7020
common_voice_az_35249797.mp3	5760
common_voice_az_35250095.mp3	7200
common_voice_az_40799064.mp3	6300
common_voice_az_40811224.mp3	3636
common_voice_az_40474243.mp3	3600
common_voice_az_42621091.mp3	3780
common_voice_az_40679293.mp3	5040
common_voice_az_40474265.mp3	7128
common_voice_az_43543031.mp3	4896
common_voice_az_35250048.mp3	4536
common_voice_az_43541895.mp3	5040
common_voice_az_35249868.mp3	6588
common_voice_az_40679574.mp3	6840
common_voice_az_43107781.mp3	7956
common_voice_az_40811887.mp3	4536
common_voice_az_36729371.mp3	5220
common_voice_az_42621096.mp3	9756
common_voice_az_40679349.mp3	7740
common_voice_az_40679531.mp3	3708
common_voice_az_42621079.mp3	9036
common_voice_az_42621072.mp3	4140
common_voice_az_35250022.mp3	4140
common_voice_az_40679477.mp3	5076
common_voice_az_40819127.mp3	4320
common_voice_az_35250059.mp3	4680
common_voice_az_40679337.mp3	4356
common_voice_az_40798971.mp3	9144
common_voice_az_40679334.mp3	10728
common_voice_az_43516624.mp3	4356
common_voice_az_40699365.mp3	3960
common_voice_az_38206776.mp3	8928
common_voice_az_28316611.mp3	6768
common_voice_az_40679509.mp3	4536
common_voice_az_45233620.mp3	8460
common_voice_az_40699347.mp3	5580
common_voice_az_40862197.mp3	4680
common_voice_az_45233623.mp3	5940
common_voice_az_40474196.mp3	4716
common_voice_az_40811181.mp3	10116
common_voice_az_40811218.mp3	8460
common_voice_az_40811195.mp3	5328
common_voice_az_40668548.mp3	4356
common_voice_az_40811864.mp3	4644
common_voice_az_35249872.mp3	7128
common_voice_az_40679344.mp3	3816
common_voice_az_40735380.mp3	6516
common_voice_az_35249812.mp3	5868
common_voice_az_40474242.mp3	7128
common_voice_az_29987092.mp3	3312
common_voice_az_35249854.mp3	6336
common_voice_az_40668476.mp3	6228
common_voice_az_40799003.mp3	5256
common_voice_az_40862172.mp3	5400
common_voice_az_45233782.mp3	2736
common_voice_az_40679368.mp3	6516
common_voice_az_40679361.mp3	7956
common_voice_az_36559380.mp3	5112
common_voice_az_40734685.mp3	7956
common_voice_az_40737761.mp3	5976
common_voice_az_40668244.mp3	5148
common_voice_az_45233789.mp3	3420
common_voice_az_35249815.mp3	6156
common_voice_az_35249869.mp3	5616
common_voice_az_42621116.mp3	4356
common_voice_az_43543030.mp3	5220
common_voice_az_36729379.mp3	3276
common_voice_az_40679463.mp3	7128
common_voice_az_40737721.mp3	3492
common_voice_az_35249857.mp3	5688
common_voice_az_40819119.mp3	3060
common_voice_az_40798953.mp3	3744
common_voice_az_40474226.mp3	4140
common_voice_az_40668241.mp3	7380
common_voice_az_37653110.mp3	7236
common_voice_az_40811191.mp3	5004
common_voice_az_27646633.mp3	2952
common_voice_az_40811217.mp3	3888
common_voice_az_36729353.mp3	2916
common_voice_az_40799122.mp3	5040
common_voice_az_36729380.mp3	3420
common_voice_az_30416720.mp3	4788
common_voice_az_40734732.mp3	3276
common_voice_az_42621085.mp3	3564
common_voice_az_36729362.mp3	7488
common_voice_az_42600930.mp3	4536
common_voice_az_35249908.mp3	5688
common_voice_az_27646608.mp3	5580
common_voice_az_42621069.mp3	4104
common_voice_az_40735347.mp3	5472
common_voice_az_36729339.mp3	9180
common_voice_az_43284814.mp3	2556
common_voice_az_26658774.mp3	7848
common_voice_az_42621130.mp3	3420
common_voice_az_40811208.mp3	5904
common_voice_az_36729387.mp3	5076
common_voice_az_40811225.mp3	4356
common_voice_az_40811182.mp3	4680
common_voice_az_42621113.mp3	7740
common_voice_az_40603076.mp3	9900
common_voice_az_43284796.mp3	2916
common_voice_az_40811219.mp3	5040
common_voice_az_40734810.mp3	5796
common_voice_az_42621098.mp3	4464
